serie,Survey,Habitat,Exposure,Site,Zone,Sampler,Date,Transect,Station-replicate,Depth,Pseudoreplicate,Species,Abundance,Width,Stipes,High 1,High 2,Mean High,Length,Frondosity,comentario,Data_Entry,Num_parches
687,1,foliose,exposed,Tres Puntas ,deep,Catalina,07-11-16,1,1,"13,1-13,3",2,Dictyota phlyctaenodes,na,,na,15,12,13.5,na,5,,,
688,1,foliose,exposed,Tres Puntas ,deep,Catalina,07-11-16,1,1,"13,1-13,3",2,Padina fernandeziana,na,,na,10,,10,na,,,,
689,1,foliose,exposed,Tres Puntas ,deep,Catalina,07-11-16,1,1,"13,1-13,3",2,Colpomenia sinuosa,na,,na,5,,5,na,,,,
690,1,foliose,exposed,Tres Puntas ,deep,Catalina,07-11-16,1,2,"13,1-13,3",1,Vermetid snail,na,,na,10,,10,na,2,,,
691,1,foliose,exposed,Tres Puntas ,deep,Catalina,07-11-16,1,2,"13,1-13,3",1,Distromium skottsbergii,na,,na,10,,10,na,,,,
692,1,foliose,exposed,Tres Puntas ,deep,Catalina,07-11-16,1,2,"13,1-13,3",1,Sponge,na,,na,3,,3,na,,,,
693,1,foliose,exposed,Tres Puntas ,deep,Catalina,07-11-16,1,2,"13,1-13,3",2,Crustose algae,na,,na,1,,1,na,1,,,
694,1,foliose,exposed,Tres Puntas ,deep,Catalina,07-11-16,1,3,"13,1-13,3",1,Dictyota phlyctaenodes,na,,na,12,20,16,na,5,,,
695,1,foliose,exposed,Tres Puntas ,deep,Catalina,07-11-16,1,3,"13,1-13,3",1,Colpomenia sinuosa,na,,na,5,,5,na,,,,
696,1,foliose,exposed,Tres Puntas ,deep,Catalina,07-11-16,1,3,"13,1-13,3",1,Padina fernandeziana,na,,na,5,,5,na,,,,
697,1,foliose,exposed,Tres Puntas ,deep,Catalina,07-11-16,1,3,"13,1-13,3",2,Colpomenia sinuosa,na,,na,3,,3,na,3,,,
698,1,foliose,exposed,Tres Puntas ,deep,Catalina,07-11-16,1,3,"13,1-13,3",2,Distromium skottsbergii,na,,na,1,,1,na,,,,
699,1,foliose,exposed,Tres Puntas ,deep,Catalina,07-11-16,1,4,"13,1-13,3",1,Dictyota phlyctaenodes,na,,na,10,15,12.5,na,4,,,
700,1,foliose,exposed,Tres Puntas ,deep,Catalina,07-11-16,1,4,"13,1-13,3",1,Colpomenia sinuosa,na,,na,7,,7,na,,,,
701,1,foliose,exposed,Tres Puntas ,deep,Catalina,07-11-16,1,4,"13,1-13,3",2,Colpomenia sinuosa,na,,na,3,,3,na,1,,,
702,1,foliose,exposed,Tres Puntas ,deep,Catalina,07-11-16,1,4,"13,1-13,3",2,Padina fernandeziana,na,,na,3,,3,na,,,,
703,1,foliose,exposed,Tres Puntas ,deep,Catalina,07-11-16,2,1,"13,5-14",1,Colpomenia sinuosa,na,,na,5,,5,na,3,,,
704,1,foliose,exposed,Tres Puntas ,deep,Catalina,07-11-16,2,1,"13,5-14",2,Filamentous algae,na,,na,1,,1,na,1,,,
705,1,foliose,exposed,Tres Puntas ,deep,Catalina,07-11-16,2,2,"13,5-14",1,Padina fernandeziana,na,,na,8,5,6.5,na,5,,,
706,1,foliose,exposed,Tres Puntas ,deep,Catalina,07-11-16,2,2,"13,5-14",1,Dictyota phlyctaenodes,na,,na,15,25,20,na,,,,
707,1,foliose,exposed,Tres Puntas ,deep,Catalina,07-11-16,2,2,"13,5-14",2,Dictyota phlyctaenodes,na,,na,20,,20,na,5,Cuadrante vertical,,
708,1,foliose,exposed,Tres Puntas ,deep,Catalina,07-11-16,2,2,"13,5-14",2,Padina fernandeziana,na,,na,8,,8,na,,,,
709,1,foliose,exposed,Tres Puntas ,deep,Catalina,07-11-16,2,3,"13,5-14",1,Padina fernandeziana,na,,na,3,,3,na,3,,,
710,1,foliose,exposed,Tres Puntas ,deep,Catalina,07-11-16,2,3,"13,5-14",1,Dictyota phlyctaenodes,na,,na,5,,5,na,,,,
711,1,foliose,exposed,Tres Puntas ,deep,Catalina,07-11-16,2,3,"13,5-14",2,Distromium skottsbergii,na,,na,3,,3,na,2,,,
712,1,foliose,exposed,Tres Puntas ,deep,Catalina,07-11-16,2,3,"13,5-14",2,Vermetid snail,na,,na,3,,3,na,,,,
713,1,foliose,exposed,Tres Puntas ,deep,Catalina,07-11-16,2,4,"13,5-14",1,Vermetid snail,na,,na,1,,1,na,0,,,
714,1,foliose,exposed,Tres Puntas ,deep,Catalina,07-11-16,2,4,"13,5-14",2,Vermetid snail,na,,na,1,,1,na,0,,,
715,1,foliose,exposed,Tres Puntas ,deep,Catalina,07-11-16,3,1,,1,Dictyota phlyctaenodes,na,,na,3,,3,na,3,,,
716,1,foliose,exposed,Tres Puntas ,deep,Catalina,07-11-16,3,1,,1,Colpomenia sinuosa,na,,na,3,,3,na,,,,
717,1,foliose,exposed,Tres Puntas ,deep,Catalina,07-11-16,3,1,,2,Colpomenia sinuosa,na,,na,3,,3,na,4,,,
718,1,foliose,exposed,Tres Puntas ,deep,Catalina,07-11-16,3,1,,2,Dictyota phlyctaenodes,na,,na,10,,10,na,,,,
719,1,foliose,exposed,Tres Puntas ,deep,Catalina,07-11-16,3,2,,1,Dictyota phlyctaenodes,na,,na,20,,20,na,5,,,
720,1,foliose,exposed,Tres Puntas ,deep,Catalina,07-11-16,3,2,,1,Colpomenia sinuosa,na,,na,3,,3,na,,,,
721,1,foliose,exposed,Tres Puntas ,deep,Catalina,07-11-16,3,2,,1,Vermetid snail,na,,na,3,,3,na,,,,
722,1,foliose,exposed,Tres Puntas ,deep,Catalina,07-11-16,3,2,,2,Dictyota phlyctaenodes,na,,na,5,10,7.5,na,5,,,
723,1,foliose,exposed,Tres Puntas ,deep,Catalina,07-11-16,3,2,,2,Colpomenia sinuosa,na,,na,3,,3,na,,,,
724,1,foliose,exposed,Tres Puntas ,deep,Catalina,07-11-16,3,2,,2,Vermetid snail,na,,na,2,,2,na,,,,
725,1,foliose,exposed,Tres Puntas ,deep,Catalina,07-11-16,3,3,,1,Dictyota phlyctaenodes,na,,na,5,10,7.5,na,5,,,
726,1,foliose,exposed,Tres Puntas ,deep,Catalina,07-11-16,3,3,,1,Padina fernandeziana,na,,na,5,,5,na,,,,
727,1,foliose,exposed,Tres Puntas ,deep,Catalina,07-11-16,3,3,,2,Colpomenia sinuosa,na,,na,6,,6,na,5,,,
728,1,foliose,exposed,Tres Puntas ,deep,Catalina,07-11-16,3,3,,2,Dictyota phlyctaenodes,na,,na,10,20,15,na,,,,
729,1,foliose,exposed,Tres Puntas ,deep,Catalina,07-11-16,3,4,,1,Dictyota phlyctaenodes,na,,na,20,,20,na,5,,,
730,1,foliose,exposed,Tres Puntas ,deep,Catalina,07-11-16,3,4,,1,Vermetid snail,na,,na,3,,3,na,,,,
731,1,foliose,exposed,Tres Puntas ,deep,Catalina,07-11-16,3,4,,2,Dictyota phlyctaenodes,na,,na,10,,10,na,5,,,
732,1,foliose,exposed,Tres Puntas ,deep,Catalina,07-11-16,3,4,,2,Padina fernandeziana,na,,na,3,,3,na,,,,
733,1,foliose,exposed,Tres Puntas ,deep,Catalina,07-11-16,3,4,,2,Distromium skottsbergii,na,,na,1,,1,na,,,,
734,1,foliose,exposed,Tres Puntas ,shallow,Catalina,07-11-16,1,1,9,1,Dictyota phlyctaenodes,na,,na,25,,25,na,5,,,
735,1,foliose,exposed,Tres Puntas ,shallow,Catalina,07-11-16,1,1,9,1,Padina fernandeziana,na,,na,10,,10,na,,,,
736,1,foliose,exposed,Tres Puntas ,shallow,Catalina,07-11-16,1,1,9,1,Colpomenia sinuosa,na,,na,8,,8,na,,,,
737,1,foliose,exposed,Tres Puntas ,shallow,Catalina,07-11-16,1,1,9,2,Colpomenia sinuosa,na,,na,4,,4,na,5,,,
738,1,foliose,exposed,Tres Puntas ,shallow,Catalina,07-11-16,1,1,9,2,Vermetid snail,na,,na,2,,2,na,,,,
739,1,foliose,exposed,Tres Puntas ,shallow,Catalina,07-11-16,1,1,9,2,Padina fernandeziana,na,,na,2,,2,na,,,,
740,1,foliose,exposed,Tres Puntas ,shallow,Catalina,07-11-16,1,1,9,2,Dictyota phlyctaenodes,na,,na,15,,15,na,,,,
741,1,foliose,exposed,Tres Puntas ,shallow,Catalina,07-11-16,1,2,9,1,Colpomenia sinuosa,na,,na,12,,12,na,5,,,
742,1,foliose,exposed,Tres Puntas ,shallow,Catalina,07-11-16,1,2,9,1,Distromium skottsbergii,na,,na,2,,2,na,,,,
743,1,foliose,exposed,Tres Puntas ,shallow,Catalina,07-11-16,1,2,9,1,Vermetid snail,na,,na,2,,2,na,,,,
744,1,foliose,exposed,Tres Puntas ,shallow,Catalina,07-11-16,1,2,9,2,Padina fernandeziana,na,,na,15,,15,na,5,,,
745,1,foliose,exposed,Tres Puntas ,shallow,Catalina,07-11-16,1,2,9,2,Dictyota phlyctaenodes,na,,na,15,,15,na,,,,
746,1,foliose,exposed,Tres Puntas ,shallow,Catalina,07-11-16,1,2,9,2,Colpomenia sinuosa,na,,na,8,5,6.5,na,,,,
747,1,foliose,exposed,Tres Puntas ,shallow,Catalina,07-11-16,1,3,9,1,Dictyota phlyctaenodes,na,,na,20,,20,na,5,,,
748,1,foliose,exposed,Tres Puntas ,shallow,Catalina,07-11-16,1,3,9,1,Colpomenia sinuosa,na,,na,4,,4,na,,,,
749,1,foliose,exposed,Tres Puntas ,shallow,Catalina,07-11-16,1,3,9,1,Vermetid snail,na,,na,3,,3,na,,,,
750,1,foliose,exposed,Tres Puntas ,shallow,Catalina,07-11-16,1,3,9,2,Colpomenia sinuosa,na,,na,5,,5,na,5,,,
751,1,foliose,exposed,Tres Puntas ,shallow,Catalina,07-11-16,1,3,9,2,Dictyota phlyctaenodes,na,,na,25,,25,na,,,,
752,1,foliose,exposed,Tres Puntas ,shallow,Catalina,07-11-16,1,3,9,2,Padina fernandeziana,na,,na,5,,5,na,,,,
753,1,foliose,exposed,Tres Puntas ,shallow,Catalina,07-11-16,1,4,9,1,Colpomenia sinuosa,na,,na,4,3,3.5,na,,,,
754,1,foliose,exposed,Tres Puntas ,shallow,Catalina,07-11-16,1,4,9,1,Vermetid snail,na,,na,5,,5,na,,,,
755,1,foliose,exposed,Tres Puntas ,shallow,Catalina,07-11-16,1,4,9,2,Vermetid snail,na,,na,3,,3,na,,,,
756,1,foliose,exposed,Tres Puntas ,shallow,Catalina,07-11-16,2,1,8,1,Dictyota phlyctaenodes,na,,na,10,,10,na,5,,,
757,1,foliose,exposed,Tres Puntas ,shallow,Catalina,07-11-16,2,1,8,1,Padina fernandeziana,na,,na,8,,8,na,,,,
758,1,foliose,exposed,Tres Puntas ,shallow,Catalina,07-11-16,2,1,8,1,Colpomenia sinuosa,na,,na,3,,3,na,,,,
759,1,foliose,exposed,Tres Puntas ,shallow,Catalina,07-11-16,2,1,8,2,Colpomenia sinuosa,na,,na,8,10,9,na,5,,,
760,1,foliose,exposed,Tres Puntas ,shallow,Catalina,07-11-16,2,1,8,2,Dictyota phlyctaenodes,na,,na,5,,5,na,,,,
761,1,foliose,exposed,Tres Puntas ,shallow,Catalina,07-11-16,2,1,8,2,Distromium skottsbergii,na,,na,3,,3,na,,,,
762,1,foliose,exposed,Tres Puntas ,shallow,Catalina,07-11-16,2,2,8,1,Colpomenia sinuosa,na,,na,10,,10,na,4,,,
763,1,foliose,exposed,Tres Puntas ,shallow,Catalina,07-11-16,2,2,8,2,Dictyota phlyctaenodes,na,,na,25,,25,na,5,,,
764,1,foliose,exposed,Tres Puntas ,shallow,Catalina,07-11-16,2,2,8,2,Colpomenia sinuosa,na,,na,6,,6,na,,,,
765,1,foliose,exposed,Tres Puntas ,shallow,Catalina,07-11-16,2,2,8,2,Padina fernandeziana,na,,na,10,,10,na,,,,
766,1,foliose,exposed,Tres Puntas ,shallow,Catalina,07-11-16,2,2,8,2,Distromium skottsbergii,na,,na,2,,2,na,,,,
767,1,foliose,exposed,Tres Puntas ,shallow,Catalina,07-11-16,2,3,8,1,Haliptilon sp.,na,,na,3,,3,na,2,,,
768,1,foliose,exposed,Tres Puntas ,shallow,Catalina,07-11-16,2,3,8,1,Padina fernandeziana,na,,na,3,,3,na,,,,
769,1,foliose,exposed,Tres Puntas ,shallow,Catalina,07-11-16,2,3,8,2,Dictyota phlyctaenodes,na,,na,20,,20,na,3,,,
770,1,foliose,exposed,Tres Puntas ,shallow,Catalina,07-11-16,2,3,8,2,Padina fernandeziana,na,,na,16,,16,na,,,,
771,1,foliose,exposed,Tres Puntas ,shallow,Catalina,07-11-16,2,3,8,2,Colpomenia sinuosa,na,,na,3,,3,na,,,,
772,1,foliose,exposed,Tres Puntas ,shallow,Catalina,07-11-16,2,4,8,1,Dictyota phlyctaenodes,na,,na,30,,30,na,3,,,
773,1,foliose,exposed,Tres Puntas ,shallow,Catalina,07-11-16,2,4,8,1,Colpomenia sinuosa,na,,na,4,,4,na,,,,
774,1,foliose,exposed,Tres Puntas ,shallow,Catalina,07-11-16,2,4,8,1,Haliptilon sp.,na,,na,10,,10,na,,,,
775,1,foliose,exposed,Tres Puntas ,shallow,Catalina,07-11-16,2,4,8,1,Codium fernandezianus,na,,na,10,,10,na,,,,
776,1,foliose,exposed,Tres Puntas ,shallow,Catalina,07-11-16,2,4,8,2,Dictyota phlyctaenodes,na,,na,10,15,12.5,na,4,,,
777,1,foliose,exposed,Tres Puntas ,shallow,Catalina,07-11-16,2,4,8,2,Padina fernandeziana,na,,na,8,,8,na,,,,
778,1,foliose,exposed,Tres Puntas ,shallow,Catalina,07-11-16,3,1,8,1,Colpomenia sinuosa,na,,na,5,8,6.5,na,5,también tamaño 6,,
779,1,foliose,exposed,Tres Puntas ,shallow,Catalina,07-11-16,3,1,8,1,Padina fernandeziana,na,,na,4,,4,na,,,,
780,1,foliose,exposed,Tres Puntas ,shallow,Catalina,07-11-16,3,1,8,1,Distromium skottsbergii,na,,na,4,,4,na,,,,
781,1,foliose,exposed,Tres Puntas ,shallow,Catalina,07-11-16,3,1,8,2,Dictyota phlyctaenodes,na,,na,15,,15,na,5,,,
782,1,foliose,exposed,Tres Puntas ,shallow,Catalina,07-11-16,3,1,8,2,Colpomenia sinuosa,na,,na,3,5,4,na,,,,
783,1,foliose,exposed,Tres Puntas ,shallow,Catalina,07-11-16,3,1,8,2,Distromium skottsbergii,na,,na,2,,2,na,,,,
784,1,foliose,exposed,Tres Puntas ,shallow,Catalina,07-11-16,3,2,8,1,Dictyota phlyctaenodes,na,,na,12,,12,na,3,,,
785,1,foliose,exposed,Tres Puntas ,shallow,Catalina,07-11-16,3,2,8,1,Colpomenia sinuosa,na,,na,5,3,4,na,,,,
786,1,foliose,exposed,Tres Puntas ,shallow,Catalina,07-11-16,3,2,8,2,Dictyota phlyctaenodes,na,,na,15,20,17.5,na,,,,
787,1,foliose,exposed,Tres Puntas ,shallow,Catalina,07-11-16,3,2,8,2,Padina fernandeziana,na,,na,5,,5,na,,,,
788,1,foliose,exposed,Tres Puntas ,shallow,Catalina,07-11-16,3,3,8,1,Colpomenia sinuosa,na,,na,5,,5,na,3,,,
789,1,foliose,exposed,Tres Puntas ,shallow,Catalina,07-11-16,3,3,8,1,Padina fernandeziana,na,,na,4,,4,na,,,,
790,1,foliose,exposed,Tres Puntas ,shallow,Catalina,07-11-16,3,3,8,1,Codium cerebriforme,na,,na,2,,2,na,,,,
791,1,foliose,exposed,Tres Puntas ,shallow,Catalina,07-11-16,3,3,8,2,Colpomenia sinuosa,na,,na,2,3,2.5,na,2,,,
792,1,foliose,exposed,Tres Puntas ,shallow,Catalina,07-11-16,3,3,8,2,Vermetid snail,na,,na,2,,2,na,,,,
793,1,foliose,exposed,Tres Puntas ,shallow,Catalina,07-11-16,3,4,8,1,Colpomenia sinuosa,na,,na,4,2,3,na,5,,,
794,1,foliose,exposed,Tres Puntas ,shallow,Catalina,07-11-16,3,4,8,2,Colpomenia sinuosa,na,,na,2,,2,na,2,,,
795,1,foliose,exposed,Tres Puntas ,shallow,Catalina,07-11-16,3,4,8,2,Codium cerebriforme,na,,na,3,,3,na,,,,
796,1,foliose,protected,Loberia,deep,Catalina,09-11-16,1,1,18,1,Vermetid snail,na,,na,1,,1,na,2,,,
797,1,foliose,protected,Loberia,deep,Catalina,09-11-16,1,1,18,1,Distromium skottsbergii,na,,na,1,,1,na,,,,
798,1,foliose,protected,Loberia,deep,Catalina,09-11-16,1,1,18,1,Colpomenia sinuosa,na,,na,1,,1,na,,,,
799,1,foliose,protected,Loberia,deep,Catalina,09-11-16,1,1,18,1,Padina fernandeziana,na,,na,2,4,3,na,,,,
800,1,foliose,protected,Loberia,deep,Catalina,09-11-16,1,1,18,1,Ulva,na,,na,5,,5,na,,,,
801,1,foliose,protected,Loberia,deep,Catalina,09-11-16,1,1,18,2,Vermetid snail,na,,na,3,5,4,na,2,,,
802,1,foliose,protected,Loberia,deep,Catalina,09-11-16,1,1,18,2,Colpomenia sinuosa,na,,na,2,,2,na,,,,
803,1,foliose,protected,Loberia,deep,Catalina,09-11-16,1,1,18,2,Distromium skottsbergii,na,,na,2,,2,na,,,,
804,1,foliose,protected,Loberia,deep,Catalina,09-11-16,1,2,18,1,Vermetid snail,na,,na,3,,3,na,1,,,
805,1,foliose,protected,Loberia,deep,Catalina,09-11-16,1,2,18,1,Ulva,na,,na,,,#¡DIV/0!,na,,,,
806,1,foliose,protected,Loberia,deep,Catalina,09-11-16,1,2,18,1,Crustose algae,na,,na,,,#¡DIV/0!,na,,,,
807,1,foliose,protected,Loberia,deep,Catalina,09-11-16,1,2,18,2,Vermetid snail,na,,na,3,,3,na,1,,,
808,1,foliose,protected,Loberia,deep,Catalina,09-11-16,1,2,18,2,Crustose algae,na,,na,,,#¡DIV/0!,na,,,,
809,1,foliose,protected,Loberia,deep,Catalina,09-11-16,1,3,18,1,Vermetid snail,na,,na,2,,2,na,,,,
810,1,foliose,protected,Loberia,deep,Catalina,09-11-16,1,3,18,1,Rodolith,na,,na,,,#¡DIV/0!,na,,,,
811,1,foliose,protected,Loberia,deep,Catalina,09-11-16,1,3,18,1,no algae,na,,na,0,,0,na,,,,
812,1,foliose,protected,Loberia,deep,Catalina,09-11-16,1,3,18,2,Vermetid snail,na,,na,1,2,1.5,na,1,,,
813,1,foliose,protected,Loberia,deep,Catalina,09-11-16,1,3,18,2,Crustose algae,na,,na,,,#¡DIV/0!,na,,,,
814,1,foliose,protected,Loberia,deep,Catalina,09-11-16,1,4,18,1,Vermetid snail,na,,na,3,,3,na,1,,,
815,1,foliose,protected,Loberia,deep,Catalina,09-11-16,1,4,18,1,Distromium skottsbergii,na,,na,2,,2,na,,,,
816,1,foliose,protected,Loberia,deep,Catalina,09-11-16,1,4,18,1,Crustose algae,na,,na,,,#¡DIV/0!,na,,,,
817,1,foliose,protected,Loberia,deep,Catalina,09-11-16,1,4,18,2,Vermetid snail,na,,na,2,,2,na,1,,,
818,1,foliose,protected,Loberia,deep,Catalina,09-11-16,2,1,14.8,1,Vermetid snail,na,,na,2,,2,na,1,,,
819,1,foliose,protected,Loberia,deep,Catalina,09-11-16,2,1,14.8,1,Crustose algae,na,,na,,,#¡DIV/0!,na,,,,
820,1,foliose,protected,Loberia,deep,Catalina,09-11-16,2,1,14.8,2,Vermetid snail,na,,na,2,,2,na,2,,,
821,1,foliose,protected,Loberia,deep,Catalina,09-11-16,2,1,14.8,2,Colpomenia sinuosa,na,,na,3,,3,na,,,,
822,1,foliose,protected,Loberia,deep,Catalina,09-11-16,2,1,14.8,2,Dictyota phlyctaenodes,na,,na,2,,2,na,,,,
823,1,foliose,protected,Loberia,deep,Catalina,09-11-16,2,1,14.8,2,Padina fernandeziana,na,,na,,,#¡DIV/0!,na,,,,
824,1,foliose,protected,Loberia,deep,Catalina,09-11-16,2,2,14.8,1,Vermetid snail,na,,na,2,,2,na,1,,,
825,1,foliose,protected,Loberia,deep,Catalina,09-11-16,2,2,14.8,2,Vermetid snail,na,,na,2,,2,na,1,,,
826,1,foliose,protected,Loberia,deep,Catalina,09-11-16,2,3,14.8,1,Distromium skottsbergii,na,,na,2,,2,na,1,,,
827,1,foliose,protected,Loberia,deep,Catalina,09-11-16,2,3,14.8,1,Colpomenia sinuosa,na,,na,2,,2,na,,,,
828,1,foliose,protected,Loberia,deep,Catalina,09-11-16,2,3,14.8,1,Vermetid snail,na,,na,2,,2,na,,,,
829,1,foliose,protected,Loberia,deep,Catalina,09-11-16,2,3,14.8,2,Padina fernandeziana,na,,na,2,,2,na,1,,,
830,1,foliose,protected,Loberia,deep,Catalina,09-11-16,2,3,14.8,2,Colpomenia sinuosa,na,,na,3,,3,na,,,,
831,1,foliose,protected,Loberia,deep,Catalina,09-11-16,2,3,14.8,2,Vermetid snail,na,,na,2,,2,na,,,,
832,1,foliose,protected,Loberia,deep,Catalina,09-11-16,2,4,14.8,1,Colpomenia sinuosa,na,,na,2,,2,na,1,,,
833,1,foliose,protected,Loberia,deep,Catalina,09-11-16,2,4,14.8,1,Ulva,na,,na,2,,2,na,,,,
834,1,foliose,protected,Loberia,deep,Catalina,09-11-16,2,4,14.8,1,Vermetid snail,na,,na,1,,1,na,,,,
835,1,foliose,protected,Loberia,deep,Catalina,09-11-16,2,4,14.8,2,Rodolith,na,,na,,,#¡DIV/0!,na,,,,
836,1,foliose,protected,Loberia,deep,Catalina,09-11-16,3,1,21,1,Vermetid snail,na,,na,2,,2,na,1,,,
837,1,foliose,protected,Loberia,deep,Catalina,09-11-16,3,1,21,2,Crustose algae,na,,na,0,,0,na,1,,,
838,1,foliose,protected,Loberia,deep,Catalina,09-11-16,3,1,21,2,Vermetid snail,na,,na,1,,1,na,,,,
839,1,foliose,protected,Loberia,deep,Catalina,09-11-16,3,2,21,1,Vermetid snail,na,,na,2,,2,na,1,,,
840,1,foliose,protected,Loberia,deep,Catalina,09-11-16,3,2,21,2,no algae,na,,na,0,,0,na,0,,,
841,1,foliose,protected,Loberia,deep,Catalina,09-11-16,3,3,21,1,Vermetid snail,na,,na,2,,2,na,2,,,
842,1,foliose,protected,Loberia,deep,Catalina,09-11-16,3,3,21,1,Distromium skottsbergii,na,,na,2,,2,na,,,,
843,1,foliose,protected,Loberia,deep,Catalina,09-11-16,3,3,21,1,Dictyota phlyctaenodes,na,,na,3,,3,na,,,,
844,1,foliose,protected,Loberia,deep,Catalina,09-11-16,3,3,21,2,Vermetid snail,na,,na,2,,2,na,1,,,
845,1,foliose,protected,Loberia,deep,Catalina,09-11-16,3,3,21,2,Colpomenia sinuosa,na,,na,1,2,1.5,na,,,,
846,1,foliose,protected,Loberia,deep,Catalina,09-11-16,3,4,21,1,Filamentous algae,na,,na,1,,1,na,1,,,
847,1,foliose,protected,Loberia,deep,Catalina,09-11-16,3,4,21,2,Dictyota phlyctaenodes,na,,na,4,,4,na,1,,,
848,1,foliose,protected,Loberia,deep,Catalina,09-11-16,3,4,21,2,Padina fernandeziana,na,,na,3,,3,na,,,,
849,1,foliose,protected,Loberia,deep,Catalina,09-11-16,3,4,21,2,Vermetid snail,na,,na,2,,2,na,,,,
850,1,foliose,protected,Loberia,shallow,Catalina,09-11-16,1,1,4,1,Colpomenia sinuosa,na,,na,5,9,7,na,4,,,
851,1,foliose,protected,Loberia,shallow,Catalina,09-11-16,1,1,4,2,Colpomenia sinuosa,na,,na,10,,10,na,4,,,
852,1,foliose,protected,Loberia,shallow,Catalina,09-11-16,1,1,4,2,Dictyota phlyctaenodes,na,,na,20,,20,na,,,,
853,1,foliose,protected,Loberia,shallow,Catalina,09-11-16,1,1,4,2,Distromium skottsbergii,na,,na,4,,4,na,,,,
854,1,foliose,protected,Loberia,shallow,Catalina,09-11-16,1,1,4,2,Padina fernandeziana,na,,na,4,,4,na,,,,
855,1,foliose,protected,Loberia,shallow,Catalina,09-11-16,1,2,4,1,Colpomenia sinuosa,na,,na,8,,8,na,4,,,
856,1,foliose,protected,Loberia,shallow,Catalina,09-11-16,1,2,4,1,Dictyota phlyctaenodes,na,,na,15,,15,na,,,,
857,1,foliose,protected,Loberia,shallow,Catalina,09-11-16,1,2,4,1,Vermetid snail,na,,na,2,4,3,na,,,,
858,1,foliose,protected,Loberia,shallow,Catalina,09-11-16,1,2,4,1,Padina fernandeziana,na,,na,6,,6,na,,,,
859,1,foliose,protected,Loberia,shallow,Catalina,09-11-16,1,2,4,2,Dictyota phlyctaenodes,na,,na,25,,25,na,,,,
860,1,foliose,protected,Loberia,shallow,Catalina,09-11-16,1,2,4,2,Colpomenia sinuosa,na,,na,12,,12,na,,,,
861,1,foliose,protected,Loberia,shallow,Catalina,09-11-16,1,2,4,2,Haliptilon sp.,na,,na,4,,4,na,,,,
862,1,foliose,protected,Loberia,shallow,Catalina,09-11-16,1,2,4,2,Vermetid snail,na,,na,2,3,2.5,na,,,,
863,1,foliose,protected,Loberia,shallow,Catalina,09-11-16,1,3,4,1,Colpomenia sinuosa,na,,na,10,12,11,na,3,,,
864,1,foliose,protected,Loberia,shallow,Catalina,09-11-16,1,3,4,1,Vermetid snail,na,,na,2,,2,na,,,,
865,1,foliose,protected,Loberia,shallow,Catalina,09-11-16,1,3,4,1,Padina fernandeziana,na,,na,4,3,3.5,na,,,,
866,1,foliose,protected,Loberia,shallow,Catalina,09-11-16,1,3,4,2,Colpomenia sinuosa,na,,na,13,8,10.5,na,,también de 10,,
867,1,foliose,protected,Loberia,shallow,Catalina,09-11-16,1,4,4,1,Colpomenia sinuosa,na,,na,14,,14,na,,,,
868,1,foliose,protected,Loberia,shallow,Catalina,09-11-16,1,4,4,1,Padina fernandeziana,na,,na,7,,7,na,,,,
869,1,foliose,protected,Loberia,shallow,Catalina,09-11-16,1,4,4,1,Vermetid snail,na,,na,2,,2,na,,,,
870,1,foliose,protected,Loberia,shallow,Catalina,09-11-16,1,4,4,2,Indeterminated,na,,na,0,,0,na,1,como cesped,,
871,1,foliose,protected,Loberia,shallow,Catalina,09-11-16,2,1,4,1,Colpomenia sinuosa,na,,na,5,15,10,na,,también 8,,
872,1,foliose,protected,Loberia,shallow,Catalina,09-11-16,2,1,4,1,Vermetid snail,na,,na,2,,2,na,,,,
873,1,foliose,protected,Loberia,shallow,Catalina,09-11-16,2,1,4,2,Dictyota phlyctaenodes,na,,na,15,,15,na,4,,,
874,1,foliose,protected,Loberia,shallow,Catalina,09-11-16,2,1,4,2,Colpomenia sinuosa,na,,na,6,8,7,na,,,,
875,1,foliose,protected,Loberia,shallow,Catalina,09-11-16,2,1,4,2,Vermetid snail,na,,na,2,,2,na,,,,
876,1,foliose,protected,Loberia,shallow,Catalina,09-11-16,2,2,4,1,Haliptilon sp.,na,,na,1,,1,na,2,,,
877,1,foliose,protected,Loberia,shallow,Catalina,09-11-16,2,2,4,1,Ulva,na,,na,1,,1,na,,,,
878,1,foliose,protected,Loberia,shallow,Catalina,09-11-16,2,2,4,1,Vermetid snail,na,,na,2,,2,na,,,,
879,1,foliose,protected,Loberia,shallow,Catalina,09-11-16,2,2,4,1,Colpomenia sinuosa,na,,na,3,,3,na,,,,
880,1,foliose,protected,Loberia,shallow,Catalina,09-11-16,2,2,4,2,Colpomenia sinuosa,na,,na,2,9,5.5,na,4,,,
881,1,foliose,protected,Loberia,shallow,Catalina,09-11-16,2,2,4,2,Vermetid snail,na,,na,1,,1,na,,,,
882,1,foliose,protected,Loberia,shallow,Catalina,09-11-16,2,3,4,1,Colpomenia sinuosa,na,,na,4,,4,na,2,,,
883,1,foliose,protected,Loberia,shallow,Catalina,09-11-16,2,3,4,1,Padina fernandeziana,na,,na,4,,4,na,,,,
884,1,foliose,protected,Loberia,shallow,Catalina,09-11-16,2,3,4,2,Vermetid snail,na,,na,1,,1,na,2,,,
