Series,Subset,Date,Season,Site,Latitude,Longitude,Transect,station,Temperature,Visbility,Depth,Replicate,Species,Phase,Size(cm),Abundance,no. stipes,Biomass,Holdfast Use,Blade Use ,Cover(%),Frondosity,
1046,Invertebrates,06-03-15,summer2014,Algarrobo,,,1,2,15,,10.7,1,Pagurus sp.,na,0,1,na,na,na,na,na,na,
1047,Invertebrates,06-03-15,summer2014,Algarrobo,,,1,2,15,,10.7,2,Taliepus spp.,na,0,1,na,na,na,na,na,na,
1048,Invertebrates,06-03-15,summer2014,Algarrobo,,,1,2,15,,10.7,2,Tegula tridentata,na,0,1,na,na,na,na,na,na,
1049,Invertebrates,06-03-15,summer2014,Algarrobo,,,1,2,15,,10.7,2,Rhynchocinetes typus,na,0,1,na,na,na,na,na,na,
1050,Invertebrates,06-03-15,summer2014,Algarrobo,,,1,3,15,,10.7,1,Stichaster striatus,na,0,9,na,na,na,na,na,na,
1051,Invertebrates,06-03-15,summer2014,Algarrobo,,,1,3,15,,10.7,1,Rhynchocinetes typus,na,0,36,na,na,na,na,na,na,
1052,Invertebrates,06-03-15,summer2014,Algarrobo,,,1,3,15,,10.7,2,na,na,0,0,na,na,na,na,na,na,
1053,Invertebrates,06-03-15,summer2014,Algarrobo,,,1,4,15,,10.7,1,Rhynchocinetes typus,na,0,18,na,na,na,na,na,na,
1054,Invertebrates,06-03-15,summer2014,Algarrobo,,,1,4,15,,10.7,1,Taliepus spp.,na,0,1,na,na,na,na,na,na,
1055,Invertebrates,06-03-15,summer2014,Algarrobo,,,1,4,15,,10.7,1,Homalapsis plana,na,0,1,na,na,na,na,na,na,
1056,Invertebrates,06-03-15,summer2014,Algarrobo,,,1,4,15,,10.7,2,Taliepus spp.,na,0,1,na,na,na,na,na,na,
1057,Invertebrates,06-03-15,summer2014,Algarrobo,,,1,4,15,,10.7,2,Pagurus sp.,na,0,17,na,na,na,na,na,na,
1058,Invertebrates,06-03-15,summer2014,Algarrobo,,,1,4,15,,10.7,2,Stichaster striatus,na,0,9,na,na,na,na,na,na,
1059,Invertebrates,06-03-15,summer2014,Algarrobo,,,1,4,15,,10.7,2,Crassilabrum crassilabrum,na,0,2,na,na,na,na,na,na,
1060,Invertebrates,06-03-15,summer2014,Algarrobo,,,1,4,15,,10.7,2,Petrolishthes sp.,na,0,1,na,na,na,na,na,na,
1061,Invertebrates,06-03-15,summer2014,Algarrobo,,,1,5,15,,10.7,1,na,na,0,0,na,na,na,na,na,na,
1062,Invertebrates,06-03-15,summer2014,Algarrobo,,,1,5,15,,10.7,2,Taliepus spp.,na,0,1,na,na,na,na,na,na,
1063,Invertebrates,06-03-15,summer2014,Algarrobo,,,1,5,15,,10.7,2,Pagurus sp.,na,0,3,na,na,na,na,na,na,
1064,Invertebrates,06-03-15,summer2014,Algarrobo,,,1,5,15,,10.7,2,Tetrapigus niger,na,0,1,na,na,na,na,na,na,
1065,Invertebrates,06-03-15,summer2014,Algarrobo,,,1,5,15,,10.7,2,Rhynchocinetes typus,na,0,43,na,na,na,na,na,na,
1066,Invertebrates,06-03-15,summer2014,Algarrobo,,,1,6,15,,10.7,1,Rhynchocinetes typus,na,0,25,na,na,na,na,na,na,
1067,Invertebrates,06-03-15,summer2014,Algarrobo,,,1,6,15,,10.7,1,Patiria chilensis,na,0,1,na,na,na,na,na,na,
1068,Invertebrates,06-03-15,summer2014,Algarrobo,,,1,6,15,,10.7,1,Taliepus spp.,na,0,2,na,na,na,na,na,na,
1069,Invertebrates,06-03-15,summer2014,Algarrobo,,,1,6,15,,10.7,2,Meyenaster gelatinosus,na,0,1,na,na,na,na,na,na,
1070,Invertebrates,06-03-15,summer2014,Algarrobo,,,1,6,15,,10.7,2,Taliepus spp.,na,0,1,na,na,na,na,na,na,
1071,Invertebrates,06-03-15,summer2014,Algarrobo,,,1,6,15,,10.7,2,Rhynchocinetes typus,na,0,9,na,na,na,na,na,na,
1072,Invertebrates,06-03-15,summer2014,Algarrobo,,,1,7,15,,10.7,1,Taliepus spp.,na,0,1,na,na,na,na,na,na,
1073,Invertebrates,06-03-15,summer2014,Algarrobo,,,1,7,15,,10.7,1,Rhynchocinetes typus,na,0,5,na,na,na,na,na,na,
1074,Invertebrates,06-03-15,summer2014,Algarrobo,,,1,7,15,,10.7,2,Pagurus sp.,na,0,1,na,na,na,na,na,na,
1075,Invertebrates,06-03-15,summer2014,Algarrobo,,,1,7,15,,10.7,2,Crassilabrum crassilabrum,na,0,1,na,na,na,na,na,na,
1076,Invertebrates,06-03-15,summer2014,Algarrobo,,,1,7,15,,10.7,2,Taliepus spp.,na,0,1,na,na,na,na,na,na,
1077,Invertebrates,06-03-15,summer2014,Algarrobo,,,1,7,15,,10.7,2,Petrolishthes sp.,na,0,1,na,na,na,na,na,na,
1078,Invertebrates,06-03-15,summer2014,Algarrobo,,,1,7,15,,10.7,2,Rhynchocinetes typus,na,0,37,na,na,na,na,na,na,
1079,Invertebrates,06-03-15,summer2014,Algarrobo,,,1,8,15,,10.7,1,Rhynchocinetes typus,na,0,38,na,na,na,na,na,na,
1080,Invertebrates,06-03-15,summer2014,Algarrobo,,,1,8,15,,10.7,1,Homalapsis plana,na,0,1,na,na,na,na,na,na,
1081,Invertebrates,06-03-15,summer2014,Algarrobo,,,1,8,15,,10.7,1,Diaulula variolata,na,0,1,na,na,na,na,na,na,
1082,Invertebrates,06-03-15,summer2014,Algarrobo,,,1,8,15,,10.7,2,Tyrinna nobilis,na,0,2,na,na,na,na,na,na,
1083,Invertebrates,06-03-15,summer2014,Algarrobo,,,1,8,15,,10.7,2,Meyenaster gelatinosus,na,0,1,na,na,na,na,na,na,
1084,Invertebrates,06-03-15,summer2014,Algarrobo,,,1,8,15,,10.7,2,Rhynchocinetes typus,na,0,10,na,na,na,na,na,na,
1085,Invertebrates,06-03-15,summer2014,Algarrobo,,,1,8,15,,10.7,2,Taliepus spp.,na,0,1,na,na,na,na,na,na,
1086,Invertebrates,06-03-15,summer2014,Algarrobo,,,1,9,15,,10.7,1,Stichaster striatus,na,0,9,na,na,na,na,na,na,
1087,Invertebrates,06-03-15,summer2014,Algarrobo,,,1,9,15,,10.7,1,Patiria chilensis,na,0,1,na,na,na,na,na,na,
1088,Invertebrates,06-03-15,summer2014,Algarrobo,,,1,9,15,,10.7,1,Concholepas concholepas,na,0,1,na,na,na,na,na,na,
1089,Invertebrates,06-03-15,summer2014,Algarrobo,,,1,9,15,,10.7,1,Petrolishthes sp.,na,0,1,na,na,na,na,na,na,
1090,Invertebrates,06-03-15,summer2014,Algarrobo,,,1,9,15,,10.7,1,Tyrinna nobilis,na,0,1,na,na,na,na,na,na,
1091,Invertebrates,06-03-15,summer2014,Algarrobo,,,1,9,15,,10.7,1,Pagurus sp.,na,0,1,na,na,na,na,na,na,
1092,Invertebrates,06-03-15,summer2014,Algarrobo,,,1,9,15,,10.7,1,Rhynchocinetes typus,na,0,22,na,na,na,na,na,na,
1093,Invertebrates,06-03-15,summer2014,Algarrobo,,,1,9,15,,10.7,2,Rhynchocinetes typus,na,0,35,na,na,na,na,na,na,
1094,Invertebrates,06-03-15,summer2014,Algarrobo,,,1,10,15,,10.7,1,Stichaster striatus,na,0,12,na,na,na,na,na,na,
1095,Invertebrates,06-03-15,summer2014,Algarrobo,,,1,10,15,,10.7,1,Rhynchocinetes typus,na,0,18,na,na,na,na,na,na,
1096,Invertebrates,06-03-15,summer2014,Algarrobo,,,1,10,15,,10.7,2,Rhynchocinetes typus,na,0,28,na,na,na,na,na,na,
1097,Invertebrates,06-03-15,summer2014,Algarrobo,,,1,10,15,,10.7,2,Pagurus sp.,na,0,1,na,na,na,na,na,na,
1098,Invertebrates,06-03-15,summer2014,Algarrobo,,,1,10,15,,10.7,2,Taliepus spp.,na,0,1,na,na,na,na,na,na,
1099,Invertebrates,06-03-15,summer2014,Algarrobo,,,2,1,15,,11.8,1,Rhynchocinetes typus,na,0,17,na,na,na,na,na,na,
1100,Invertebrates,06-03-15,summer2014,Algarrobo,,,2,1,15,,11.8,1,Pagurus sp.,na,0,7,na,na,na,na,na,na,
1101,Invertebrates,06-03-15,summer2014,Algarrobo,,,2,1,15,,11.8,1,Crassilabrum crassilabrum,na,0,2,na,na,na,na,na,na,
1102,Invertebrates,06-03-15,summer2014,Algarrobo,,,2,1,15,,11.8,1,Patiria chilensis,na,0,1,na,na,na,na,na,na,
1103,Invertebrates,06-03-15,summer2014,Algarrobo,,,2,1,15,,11.8,2,Rhynchocinetes typus,na,0,17,na,na,na,na,na,na,
1104,Invertebrates,06-03-15,summer2014,Algarrobo,,,2,1,15,,11.8,2,Pagurus sp.,na,0,4,na,na,na,na,na,na,
1105,Invertebrates,06-03-15,summer2014,Algarrobo,,,2,2,15,,11.8,1,na,na,0,0,na,na,na,na,na,na,
1106,Invertebrates,06-03-15,summer2014,Algarrobo,,,2,2,15,,11.8,2,Tegula tridentata,na,0,26,na,na,na,na,na,na,"3 disco, 22 estipe,1 fronda"
1107,Invertebrates,06-03-15,summer2014,Algarrobo,,,2,2,15,,11.8,2,Rhynchocinetes typus,na,0,5,na,na,na,na,na,na,
1108,Invertebrates,06-03-15,summer2014,Algarrobo,,,2,3,15,,11.8,1,Gaudichaudia gaudichaudii,na,0,1,na,na,na,na,na,na,
1109,Invertebrates,06-03-15,summer2014,Algarrobo,,,2,3,15,,11.8,1,Rhynchocinetes typus,na,0,8,na,na,na,na,na,na,
1110,Invertebrates,06-03-15,summer2014,Algarrobo,,,2,3,15,,11.8,1,Tegula tridentata,na,0,4,na,na,na,na,na,na,roca
1111,Invertebrates,06-03-15,summer2014,Algarrobo,,,2,3,15,,11.8,1,Pagurus sp.,na,0,1,na,na,na,na,na,na,
1112,Invertebrates,06-03-15,summer2014,Algarrobo,,,2,3,15,,11.8,2,Patiria chilensis,na,0,1,na,na,na,na,na,na,
1113,Invertebrates,06-03-15,summer2014,Algarrobo,,,2,3,15,,11.8,2,Tegula tridentata,na,0,6,na,na,na,na,na,na,
1114,Invertebrates,06-03-15,summer2014,Algarrobo,,,2,3,15,,11.8,2,Fissurella spp.,na,0,1,na,na,na,na,na,na,
1115,Invertebrates,06-03-15,summer2014,Algarrobo,,,2,3,15,,11.8,2,Chiton spp.,na,0,1,na,na,na,na,na,na,
1116,Invertebrates,06-03-15,summer2014,Algarrobo,,,2,4,15,,11.8,1,Fissurella spp.,na,0,1,na,na,na,na,na,na,
1117,Invertebrates,06-03-15,summer2014,Algarrobo,,,2,4,15,,11.8,2,Tegula tridentata,na,0,7,na,na,na,na,na,na,roca
1118,Invertebrates,06-03-15,summer2014,Algarrobo,,,2,5,15,,11.8,1,Rhynchocinetes typus,na,0,27,na,na,na,na,na,na,
1119,Invertebrates,06-03-15,summer2014,Algarrobo,,,2,5,15,,11.8,1,Patiria chilensis,na,0,2,na,na,na,na,na,na,
1120,Invertebrates,06-03-15,summer2014,Algarrobo,,,2,5,15,,11.8,1,Meyenaster gelatinosus,na,0,1,na,na,na,na,na,na,
1121,Invertebrates,06-03-15,summer2014,Algarrobo,,,2,5,15,,11.8,1,Homalapsis plana,na,0,1,na,na,na,na,na,na,
1122,Invertebrates,06-03-15,summer2014,Algarrobo,,,2,5,15,,11.8,1,Tegula tridentata,na,0,1,na,na,na,na,na,na,
1123,Invertebrates,06-03-15,summer2014,Algarrobo,,,2,5,15,,11.8,2,Rhynchocinetes typus,na,0,17,na,na,na,na,na,na,
1124,Invertebrates,06-03-15,summer2014,Algarrobo,,,2,5,15,,11.8,2,Gaudichaudia gaudichaudii,na,0,1,na,na,na,na,na,na,
1125,Invertebrates,06-03-15,summer2014,Algarrobo,,,2,5,15,,11.8,2,Athyonidium chilensis,na,0,1,na,na,na,na,na,na,
1126,Invertebrates,06-03-15,summer2014,Algarrobo,,,2,5,15,,11.8,2,Crassilabrum crassilabrum,na,0,3,na,na,na,na,na,na,
1127,Invertebrates,06-03-15,summer2014,Algarrobo,,,2,5,15,,11.8,2,chiton spp.,na,0,1,na,na,na,na,na,na,
1128,Invertebrates,06-03-15,summer2014,Algarrobo,,,2,5,15,,11.8,2,Pagurus sp.,na,0,2,na,na,na,na,na,na,
1129,Invertebrates,06-03-15,summer2014,Algarrobo,,,2,5,15,,11.8,2,Tegula tridentata,na,0,3,na,na,na,na,na,na,roca
1130,Invertebrates,06-03-15,summer2014,Algarrobo,,,2,6,15,,11.8,1,Tegula tridentata,na,0,90,na,na,na,na,na,na,"57 disco, 33 roca"
1131,Invertebrates,06-03-15,summer2014,Algarrobo,,,2,6,15,,11.8,1,Taliepus spp.,na,0,1,na,na,na,na,na,na,
1132,Invertebrates,06-03-15,summer2014,Algarrobo,,,2,6,15,,11.8,1,Fissurella spp.,na,0,1,na,na,na,na,na,na,
1133,Invertebrates,06-03-15,summer2014,Algarrobo,,,2,6,15,,11.8,1,Patiria chilensis,na,0,1,na,na,na,na,na,na,
1134,Invertebrates,06-03-15,summer2014,Algarrobo,,,2,6,15,,11.8,1,Pagurus sp.,na,0,2,na,na,na,na,na,na,
1135,Invertebrates,06-03-15,summer2014,Algarrobo,,,2,6,15,,11.8,1,Rhynchocinetes typus,na,0,12,na,na,na,na,na,na,
1136,Invertebrates,06-03-15,summer2014,Algarrobo,,,2,6,15,,11.8,2,Tegula tridentata,na,0,39,na,na,na,na,na,na,roca
1137,Invertebrates,06-03-15,summer2014,Algarrobo,,,2,6,15,,11.8,2,Rhynchocinetes typus,na,0,3,na,na,na,na,na,na,
1138,Invertebrates,06-03-15,summer2014,Algarrobo,,,2,6,15,,11.8,2,chiton spp.,na,0,5,na,na,na,na,na,na,
1139,Invertebrates,06-03-15,summer2014,Algarrobo,,,2,7,15,,11.8,1,Homalapsis plana,na,0,4,na,na,na,na,na,na,
1140,Invertebrates,06-03-15,summer2014,Algarrobo,,,2,7,15,,11.8,1,Rhynchocinetes typus,na,0,17,na,na,na,na,na,na,
1141,Invertebrates,06-03-15,summer2014,Algarrobo,,,2,7,15,,11.8,2,Homalapsis plana,na,0,1,na,na,na,na,na,na,
1142,Invertebrates,06-03-15,summer2014,Algarrobo,,,2,7,15,,11.8,2,Rhynchocinetes typus,na,0,20,na,na,na,na,na,na,
1143,Invertebrates,06-03-15,summer2014,Algarrobo,,,2,8,15,,11.8,1,Taliepus spp.,na,0,1,na,na,na,na,na,na,
1144,Invertebrates,06-03-15,summer2014,Algarrobo,,,2,8,15,,11.8,1,Pagurus sp.,na,0,4,na,na,na,na,na,na,
1145,Invertebrates,06-03-15,summer2014,Algarrobo,,,2,8,15,,11.8,1,Rhynchocinetes typus,na,0,10,na,na,na,na,na,na,
1146,Invertebrates,06-03-15,summer2014,Algarrobo,,,2,8,15,,11.8,2,Meyenaster gelatinosus,na,0,1,na,na,na,na,na,na,
1147,Invertebrates,06-03-15,summer2014,Algarrobo,,,2,8,15,,11.8,2,Rhynchocinetes typus,na,0,37,na,na,na,na,na,na,
1148,Invertebrates,06-03-15,summer2014,Algarrobo,,,2,8,15,,11.8,2,Homalapsis plana,na,0,1,na,na,na,na,na,na,
1149,Invertebrates,06-03-15,summer2014,Algarrobo,,,2,9,15,,11.8,1,Patiria chilensis,na,0,1,na,na,na,na,na,na,
1150,Invertebrates,06-03-15,summer2014,Algarrobo,,,2,9,15,,11.8,1,Rhynchocinetes typus,na,0,6,na,na,na,na,na,na,
1151,Invertebrates,06-03-15,summer2014,Algarrobo,,,2,9,15,,11.8,1,Homalapsis plana,na,0,1,na,na,na,na,na,na,
1152,Invertebrates,06-03-15,summer2014,Algarrobo,,,2,9,15,,11.8,2,Rhynchocinetes typus,na,0,12,na,na,na,na,na,na,
1153,Invertebrates,06-03-15,summer2014,Algarrobo,,,2,9,15,,11.8,2,Tegula tridentata,na,0,11,na,na,na,na,na,na,"10 roca, 1 disco"
1154,Invertebrates,06-03-15,summer2014,Algarrobo,,,2,10,15,,11.8,1,Rhynchocinetes typus,na,0,14,na,na,na,na,na,na,
1155,Invertebrates,06-03-15,summer2014,Algarrobo,,,2,10,15,,11.8,1,Stichaster striatus,na,0,17,na,na,na,na,na,na,
1156,Invertebrates,06-03-15,summer2014,Algarrobo,,,2,10,15,,11.8,2,Tetrapigus niger,na,0,18,na,na,na,na,na,na,
1157,Fish,06-03-15,summer2014,Algarrobo,,,1,na,15,nd,11.1,na,Isacia conceptionis,na,6,1,na,,0,0,na,na,
1158,Fish,06-03-15,summer2014,Algarrobo,,,1,na,15,nd,11.1,na,Isacia conceptionis,na,6,1,na,,0,0,na,na,
1159,Fish,06-03-15,summer2014,Algarrobo,,,1,na,15,nd,11.1,na,Isacia conceptionis,na,6,1,na,,0,0,na,na,
1160,Fish,06-03-15,summer2014,Algarrobo,,,1,na,15,nd,11.1,na,Isacia conceptionis,na,6,1,na,,0,0,na,na,
1161,Fish,06-03-15,summer2014,Algarrobo,,,1,na,15,nd,11.1,na,Isacia conceptionis,na,6,1,na,,0,0,na,na,
1162,Fish,06-03-15,summer2014,Algarrobo,,,1,na,15,nd,11.1,na,Isacia conceptionis,na,6,1,na,,0,0,na,na,
1163,Fish,06-03-15,summer2014,Algarrobo,,,1,na,15,nd,11.1,na,Isacia conceptionis,na,6,1,na,,0,0,na,na,
1164,Fish,06-03-15,summer2014,Algarrobo,,,1,na,15,nd,11.1,na,Isacia conceptionis,na,6,1,na,,0,0,na,na,
1165,Fish,06-03-15,summer2014,Algarrobo,,,1,na,15,nd,11.1,na,Isacia conceptionis,na,6,1,na,,0,0,na,na,
1166,Fish,06-03-15,summer2014,Algarrobo,,,1,na,15,nd,11.1,na,Isacia conceptionis,na,6,1,na,,0,0,na,na,
1167,Fish,06-03-15,summer2014,Algarrobo,,,1,na,15,nd,11.1,na,Isacia conceptionis,na,6,1,na,,0,0,na,na,
1168,Fish,06-03-15,summer2014,Algarrobo,,,1,na,15,nd,11.1,na,Isacia conceptionis,na,6,1,na,,0,0,na,na,
1169,Fish,06-03-15,summer2014,Algarrobo,,,1,na,15,nd,11.1,na,Isacia conceptionis,na,6,1,na,,0,0,na,na,
1170,Fish,06-03-15,summer2014,Algarrobo,,,1,na,15,nd,11.1,na,Isacia conceptionis,na,6,1,na,,0,0,na,na,
1171,Fish,06-03-15,summer2014,Algarrobo,,,1,na,15,nd,11.1,na,Isacia conceptionis,na,6,1,na,,0,0,na,na,
1172,Fish,06-03-15,summer2014,Algarrobo,,,1,na,15,nd,11.1,na,Isacia conceptionis,na,6,1,na,,0,0,na,na,
1173,Fish,06-03-15,summer2014,Algarrobo,,,1,na,15,nd,11.1,na,Isacia conceptionis,na,6,1,na,,0,0,na,na,
1174,Fish,06-03-15,summer2014,Algarrobo,,,1,na,15,nd,11.1,na,Isacia conceptionis,na,6,1,na,,0,0,na,na,
1175,Fish,06-03-15,summer2014,Algarrobo,,,1,na,15,nd,11.1,na,Isacia conceptionis,na,6,1,na,,0,0,na,na,
1176,Fish,06-03-15,summer2014,Algarrobo,,,1,na,15,nd,11.1,na,Isacia conceptionis,na,6,1,na,,0,0,na,na,
1177,Fish,06-03-15,summer2014,Algarrobo,,,1,na,15,nd,11.1,na,Isacia conceptionis,na,6,1,na,,0,0,na,na,
1178,Fish,06-03-15,summer2014,Algarrobo,,,1,na,15,nd,11.1,na,Isacia conceptionis,na,6,1,na,,0,0,na,na,
1179,Fish,06-03-15,summer2014,Algarrobo,,,1,na,15,nd,11.1,na,Isacia conceptionis,na,6,1,na,,0,0,na,na,
1180,Fish,06-03-15,summer2014,Algarrobo,,,1,na,15,nd,11.1,na,Isacia conceptionis,na,6,1,na,,0,0,na,na,
1181,Fish,06-03-15,summer2014,Algarrobo,,,1,na,15,nd,11.1,na,Isacia conceptionis,na,6,1,na,,0,0,na,na,
1182,Fish,06-03-15,summer2014,Algarrobo,,,1,na,15,nd,11.1,na,Isacia conceptionis,na,6,1,na,,0,0,na,na,
1183,Fish,06-03-15,summer2014,Algarrobo,,,1,na,15,nd,11.1,na,Isacia conceptionis,na,6,1,na,,0,0,na,na,
1184,Fish,06-03-15,summer2014,Algarrobo,,,1,na,15,nd,11.1,na,Isacia conceptionis,na,6,1,na,,0,0,na,na,
1185,Fish,06-03-15,summer2014,Algarrobo,,,1,na,15,nd,11.1,na,Isacia conceptionis,na,6,1,na,,0,0,na,na,
1186,Fish,06-03-15,summer2014,Algarrobo,,,1,na,15,nd,11.1,na,Isacia conceptionis,na,6,1,na,,0,0,na,na,
1187,Fish,06-03-15,summer2014,Algarrobo,,,1,na,15,nd,11.1,na,Isacia conceptionis,na,6,1,na,,0,0,na,na,
1188,Fish,06-03-15,summer2014,Algarrobo,,,1,na,15,nd,11.1,na,Isacia conceptionis,na,6,1,na,,0,0,na,na,
1189,Fish,06-03-15,summer2014,Algarrobo,,,1,na,15,nd,11.1,na,Isacia conceptionis,na,6,1,na,,0,0,na,na,
1190,Fish,06-03-15,summer2014,Algarrobo,,,1,na,15,nd,11.1,na,Isacia conceptionis,na,6,1,na,,0,0,na,na,
1191,Fish,06-03-15,summer2014,Algarrobo,,,1,na,15,nd,11.1,na,Isacia conceptionis,na,6,1,na,,0,0,na,na,
1192,Fish,06-03-15,summer2014,Algarrobo,,,1,na,15,nd,11.1,na,Isacia conceptionis,na,6,1,na,,0,0,na,na,
1193,Fish,06-03-15,summer2014,Algarrobo,,,1,na,15,nd,11.1,na,Isacia conceptionis,na,6,1,na,,0,0,na,na,
1194,Fish,06-03-15,summer2014,Algarrobo,,,1,na,15,nd,11.1,na,Isacia conceptionis,na,6,1,na,,0,0,na,na,
1195,Fish,06-03-15,summer2014,Algarrobo,,,1,na,15,nd,11.1,na,Isacia conceptionis,na,6,1,na,,0,0,na,na,
1196,Fish,06-03-15,summer2014,Algarrobo,,,1,na,15,nd,11.1,na,Isacia conceptionis,na,6,1,na,,0,0,na,na,
1197,Fish,06-03-15,summer2014,Algarrobo,,,1,na,15,nd,11.1,na,Isacia conceptionis,na,6,1,na,,0,0,na,na,
1198,Fish,06-03-15,summer2014,Algarrobo,,,1,na,15,nd,11.1,na,Isacia conceptionis,na,6,1,na,,0,0,na,na,
1199,Fish,06-03-15,summer2014,Algarrobo,,,1,na,15,nd,11.1,na,Isacia conceptionis,na,6,1,na,,0,0,na,na,
1200,Fish,06-03-15,summer2014,Algarrobo,,,1,na,15,nd,11.1,na,Isacia conceptionis,na,6,1,na,,0,0,na,na,
1201,Fish,06-03-15,summer2014,Algarrobo,,,1,na,15,nd,11.1,na,Isacia conceptionis,na,6,1,na,,0,0,na,na,
1202,Fish,06-03-15,summer2014,Algarrobo,,,1,na,15,nd,11.1,na,Isacia conceptionis,na,6,1,na,,0,0,na,na,
1203,Fish,06-03-15,summer2014,Algarrobo,,,1,na,15,nd,11.1,na,Isacia conceptionis,na,6,1,na,,0,0,na,na,
1204,Fish,06-03-15,summer2014,Algarrobo,,,1,na,15,nd,11.1,na,Isacia conceptionis,na,6,1,na,,0,0,na,na,
1205,Fish,06-03-15,summer2014,Algarrobo,,,1,na,15,nd,11.1,na,Pinguipes chilensis,na,30,1,na,,0,0,na,na,
1206,Fish,06-03-15,summer2014,Algarrobo,,,1,na,15,nd,11.1,na,Auchenionchus,na,10,1,na,,0,0,na,na,
1207,Fish,06-03-15,summer2014,Algarrobo,,,1,na,15,nd,9.7,na,Pinguipes chilensis,na,40,1,na,,0,0,na,na,
1208,Fish,06-03-15,summer2014,Algarrobo,,,1,na,15,nd,9.7,na,Pinguipes chilensis,na,40,1,na,,0,0,na,na,
1209,Fish,06-03-15,summer2014,Algarrobo,,,1,na,15,nd,9.7,na,Scartichthys viridis,na,10,1,na,,0,0,na,na,
1210,Fish,06-03-15,summer2014,Algarrobo,,,1,na,15,nd,9.7,na,Scartichthys viridis,na,10,1,na,,0,0,na,na,
1211,Fish,06-03-15,summer2014,Algarrobo,,,1,na,15,nd,9.7,na,Scartichthys viridis,na,10,1,na,,0,0,na,na,
1212,Fish,06-03-15,summer2014,Algarrobo,,,1,na,15,nd,9.7,na,Scartichthys viridis,na,15,1,na,,0,0,na,na,
1213,Fish,06-03-15,summer2014,Algarrobo,,,1,na,15,nd,9.7,na,Scartichthys viridis,na,15,1,na,,0,0,na,na,
1214,Fish,06-03-15,summer2014,Algarrobo,,,1,na,15,nd,9.7,na,Isacia conceptionis,na,10,1,na,,0,0,na,na,
1215,Fish,06-03-15,summer2014,Algarrobo,,,1,na,15,nd,9.7,na,Isacia conceptionis,na,10,1,na,,0,0,na,na,
1216,Fish,06-03-15,summer2014,Algarrobo,,,1,na,15,nd,10.1,na,Scartichthys viridis,na,5,1,na,,0,1,na,na,
1217,Fish,06-03-15,summer2014,Algarrobo,,,1,na,15,nd,10.1,na,Chromis crusma,na,10,1,na,,0,0,na,na,
1218,Fish,06-03-15,summer2014,Algarrobo,,,1,na,15,nd,10.1,na,Chromis crusma,na,10,1,na,,0,0,na,na,
1219,Fish,06-03-15,summer2014,Algarrobo,,,1,na,15,nd,10.1,na,Chromis crusma,na,10,1,na,,0,0,na,na,
1220,Fish,06-03-15,summer2014,Algarrobo,,,1,na,15,nd,10.1,na,Chromis crusma,na,10,1,na,,0,1,na,na,
1221,Fish,06-03-15,summer2014,Algarrobo,,,1,na,15,nd,10.1,na,Chromis crusma,na,10,1,na,,0,1,na,na,
1222,Fish,06-03-15,summer2014,Algarrobo,,,1,na,15,nd,10.1,na,Chromis crusma,na,10,1,na,,0,1,na,na,
1223,Fish,06-03-15,summer2014,Algarrobo,,,1,na,15,nd,10.1,na,Chromis crusma,na,10,1,na,,0,1,na,na,
1224,Fish,06-03-15,summer2014,Algarrobo,,,1,na,15,nd,10.1,na,Chromis crusma,na,10,1,na,,0,1,na,na,
1225,Fish,06-03-15,summer2014,Algarrobo,,,1,na,15,nd,10.1,na,Chromis crusma,na,10,1,na,,0,1,na,na,
1226,Fish,06-03-15,summer2014,Algarrobo,,,1,na,15,nd,10.1,na,Chromis crusma,na,15,1,na,,0,0,na,na,
1227,Fish,06-03-15,summer2014,Algarrobo,,,1,na,15,nd,10.1,na,Chromis crusma,na,18,1,na,,0,0,na,na,
1228,Fish,06-03-15,summer2014,Algarrobo,,,1,na,15,nd,10.1,na,Chromis crusma,na,12,1,na,,0,0,na,na,
1229,Fish,06-03-15,summer2014,Algarrobo,,,1,na,15,nd,10.1,na,Chromis crusma,na,12,1,na,,0,0,na,na,
1230,Fish,06-03-15,summer2014,Algarrobo,,,1,na,15,nd,10.1,na,Chromis crusma,na,12,1,na,,0,0,na,na,
1231,Fish,06-03-15,summer2014,Algarrobo,,,1,na,15,nd,10.1,na,Chromis crusma,na,12,1,na,,0,0,na,na,
1232,Fish,06-03-15,summer2014,Algarrobo,,,1,na,15,nd,10.1,na,Chromis crusma,na,12,1,na,,0,0,na,na,
1233,Fish,06-03-15,summer2014,Algarrobo,,,1,na,15,nd,10.1,na,Chromis crusma,na,12,1,na,,0,0,na,na,
1234,Fish,06-03-15,summer2014,Algarrobo,,,1,na,15,nd,10.1,na,Chromis crusma,na,12,1,na,,0,0,na,na,
1235,Fish,06-03-15,summer2014,Algarrobo,,,1,na,15,nd,10.1,na,Chromis crusma,na,12,1,na,,0,0,na,na,
1236,Fish,06-03-15,summer2014,Algarrobo,,,1,na,15,nd,10.1,na,Chromis crusma,na,12,1,na,,0,0,na,na,
1237,Fish,06-03-15,summer2014,Algarrobo,,,1,na,15,nd,10.1,na,Chromis crusma,na,12,1,na,,0,0,na,na,
1238,Fish,06-03-15,summer2014,Algarrobo,,,1,na,15,nd,10.1,na,Chromis crusma,na,12,1,na,,0,0,na,na,
1239,Fish,06-03-15,summer2014,Algarrobo,,,1,na,15,nd,10.1,na,Chromis crusma,na,12,1,na,,0,0,na,na,
1240,Fish,06-03-15,summer2014,Algarrobo,,,1,na,15,nd,10.1,na,Chromis crusma,na,12,1,na,,0,0,na,na,
